id,date,trial_time,value,x,y,word_one,word_two,trial_number,chunk_number,prolific_id,study_id,session_id,averaged_value
9035,2025-04-30T18:38:43.425Z,3436,63,217,12,Not Like Fire,Like Fire,1,32,66323f16b05df4403391861c,6810e3157d4c55bd8e56b312,68126db0441fcca012aca64f,0.6923076923076923
9036,2025-04-30T18:38:46.053Z,2628,2,217,12,Not Like Fire,Like Fire,2,88,66323f16b05df4403391861c,6810e3157d4c55bd8e56b312,68126db0441fcca012aca64f,0.02197802197802198
9037,2025-04-30T18:38:49.417Z,3364,3,217,12,Not Like Fire,Like Fire,3,62,66323f16b05df4403391861c,6810e3157d4c55bd8e56b312,68126db0441fcca012aca64f,0.03296703296703297
9038,2025-04-30T18:38:51.645Z,2228,3,217,12,Not Like Fire,Like Fire,4,1,66323f16b05df4403391861c,6810e3157d4c55bd8e56b312,68126db0441fcca012aca64f,0.03296703296703297
9039,2025-04-30T18:38:56.089Z,4444,3,217,12,Not Like Fire,Like Fire,5,86,66323f16b05df4403391861c,6810e3157d4c55bd8e56b312,68126db0441fcca012aca64f,0.03296703296703297
9040,2025-04-30T18:38:59.533Z,3444,10,217,12,Not Like Fire,Like Fire,6,87,66323f16b05df4403391861c,6810e3157d4c55bd8e56b312,68126db0441fcca012aca64f,0.10989010989010989
9041,2025-04-30T18:39:02.641Z,3108,28,217,12,Not Like Fire,Like Fire,7,31,66323f16b05df4403391861c,6810e3157d4c55bd8e56b312,68126db0441fcca012aca64f,0.3076923076923077
9042,2025-04-30T18:39:06.645Z,4004,9,217,12,Not Like Fire,Like Fire,8,84,66323f16b05df4403391861c,6810e3157d4c55bd8e56b312,68126db0441fcca012aca64f,0.0989010989010989
9043,2025-04-30T18:39:09.853Z,3208,71,217,12,Not Like Fire,Like Fire,9,70,66323f16b05df4403391861c,6810e3157d4c55bd8e56b312,68126db0441fcca012aca64f,0.7802197802197802
9044,2025-04-30T18:39:12.753Z,2900,42,217,12,Not Like Fire,Like Fire,10,33,66323f16b05df4403391861c,6810e3157d4c55bd8e56b312,68126db0441fcca012aca64f,0.46153846153846156
9045,2025-04-30T18:39:16.117Z,3364,22,217,12,Not Like Fire,Like Fire,11,71,66323f16b05df4403391861c,6810e3157d4c55bd8e56b312,68126db0441fcca012aca64f,0.24175824175824176
9046,2025-04-30T18:39:19.541Z,4353,9,138,94,Not Like Fire,Like Fire,1,46,5a8d8079190420000156435d,6810e3157d4c55bd8e56b312,68126dbe88d7e19424b09b98,0.09
9047,2025-04-30T18:39:21.754Z,2213,0,138,94,Not Like Fire,Like Fire,2,62,5a8d8079190420000156435d,6810e3157d4c55bd8e56b312,68126dbe88d7e19424b09b98,0.0
9048,2025-04-30T18:39:19.625Z,3508,17,217,12,Not Like Fire,Like Fire,12,38,66323f16b05df4403391861c,6810e3157d4c55bd8e56b312,68126db0441fcca012aca64f,0.18681318681318682
9049,2025-04-30T18:39:23.237Z,3612,57,217,12,Not Like Fire,Like Fire,13,40,66323f16b05df4403391861c,6810e3157d4c55bd8e56b312,68126db0441fcca012aca64f,0.6263736263736264
9050,2025-04-30T18:39:26.619Z,4865,7,138,94,Not Like Fire,Like Fire,3,28,5a8d8079190420000156435d,6810e3157d4c55bd8e56b312,68126dbe88d7e19424b09b98,0.07
9051,2025-04-30T18:39:28.133Z,4896,8,217,12,Not Like Fire,Like Fire,14,63,66323f16b05df4403391861c,6810e3157d4c55bd8e56b312,68126db0441fcca012aca64f,0.08791208791208792
9052,2025-04-30T18:39:31.201Z,3068,0,217,12,Not Like Fire,Like Fire,15,17,66323f16b05df4403391861c,6810e3157d4c55bd8e56b312,68126db0441fcca012aca64f,0.0
9053,2025-04-30T18:39:33.704Z,7085,7,138,94,Not Like Fire,Like Fire,4,4,5a8d8079190420000156435d,6810e3157d4c55bd8e56b312,68126dbe88d7e19424b09b98,0.07
9054,2025-04-30T18:39:34.469Z,3268,56,217,12,Not Like Fire,Like Fire,16,22,66323f16b05df4403391861c,6810e3157d4c55bd8e56b312,68126db0441fcca012aca64f,0.6153846153846154
9055,2025-04-30T18:39:40.045Z,6341,67,138,94,Not Like Fire,Like Fire,5,48,5a8d8079190420000156435d,6810e3157d4c55bd8e56b312,68126dbe88d7e19424b09b98,0.67
9056,2025-04-30T18:39:38.825Z,4356,89,217,12,Not Like Fire,Like Fire,17,43,66323f16b05df4403391861c,6810e3157d4c55bd8e56b312,68126db0441fcca012aca64f,0.978021978021978
9057,2025-04-30T18:39:43.900Z,3008,33,35,159,Not Like Fire,Like Fire,1,14,65f079d950ec7745ae73f277,6810e3157d4c55bd8e56b312,68126db668483e3ee36336cb,0.3333333333333333
9058,2025-04-30T18:39:43.841Z,5016,39,217,12,Not Like Fire,Like Fire,18,39,66323f16b05df4403391861c,6810e3157d4c55bd8e56b312,68126db0441fcca012aca64f,0.42857142857142855
9059,2025-04-30T18:39:47.947Z,4047,53,35,159,Not Like Fire,Like Fire,2,57,65f079d950ec7745ae73f277,6810e3157d4c55bd8e56b312,68126db668483e3ee36336cb,0.5353535353535354
9060,2025-04-30T18:39:49.075Z,9030,25,138,94,Not Like Fire,Like Fire,6,53,5a8d8079190420000156435d,6810e3157d4c55bd8e56b312,68126dbe88d7e19424b09b98,0.25
9061,2025-04-30T18:39:46.965Z,3124,1,217,12,Not Like Fire,Like Fire,19,36,66323f16b05df4403391861c,6810e3157d4c55bd8e56b312,68126db0441fcca012aca64f,0.01098901098901099
9062,2025-04-30T18:39:51.341Z,3394,19,35,159,Not Like Fire,Like Fire,3,47,65f079d950ec7745ae73f277,6810e3157d4c55bd8e56b312,68126db668483e3ee36336cb,0.1919191919191919
9063,2025-04-30T18:39:51.385Z,4420,72,217,12,Not Like Fire,Like Fire,20,23,66323f16b05df4403391861c,6810e3157d4c55bd8e56b312,68126db0441fcca012aca64f,0.7912087912087912
9064,2025-04-30T18:39:54.331Z,5256,74,138,94,Not Like Fire,Like Fire,7,57,5a8d8079190420000156435d,6810e3157d4c55bd8e56b312,68126dbe88d7e19424b09b98,0.74
9065,2025-04-30T18:39:55.146Z,3805,4,35,159,Not Like Fire,Like Fire,4,15,65f079d950ec7745ae73f277,6810e3157d4c55bd8e56b312,68126db668483e3ee36336cb,0.04040404040404041
9066,2025-04-30T18:39:55.101Z,3716,81,217,12,Not Like Fire,Like Fire,21,50,66323f16b05df4403391861c,6810e3157d4c55bd8e56b312,68126db0441fcca012aca64f,0.8901098901098901
9067,2025-04-30T18:40:00.426Z,5280,73,35,159,Not Like Fire,Like Fire,5,75,65f079d950ec7745ae73f277,6810e3157d4c55bd8e56b312,68126db668483e3ee36336cb,0.7373737373737373
9068,2025-04-30T18:39:57.690Z,2589,1,217,12,Not Like Fire,Like Fire,22,7,66323f16b05df4403391861c,6810e3157d4c55bd8e56b312,68126db0441fcca012aca64f,0.01098901098901099
9069,2025-04-30T18:40:00.549Z,6218,69,138,94,Not Like Fire,Like Fire,8,15,5a8d8079190420000156435d,6810e3157d4c55bd8e56b312,68126dbe88d7e19424b09b98,0.69
9070,2025-04-30T18:40:02.577Z,2028,0,138,94,Not Like Fire,Like Fire,9,1,5a8d8079190420000156435d,6810e3157d4c55bd8e56b312,68126dbe88d7e19424b09b98,0.0
9071,2025-04-30T18:40:01.373Z,3683,79,217,12,Not Like Fire,Like Fire,23,59,66323f16b05df4403391861c,6810e3157d4c55bd8e56b312,68126db0441fcca012aca64f,0.8681318681318682
9072,2025-04-30T18:40:04.207Z,3781,75,35,159,Not Like Fire,Like Fire,6,41,65f079d950ec7745ae73f277,6810e3157d4c55bd8e56b312,68126db668483e3ee36336cb,0.7575757575757576
9073,2025-04-30T18:40:07.159Z,2952,0,35,159,Not Like Fire,Like Fire,7,16,65f079d950ec7745ae73f277,6810e3157d4c55bd8e56b312,68126db668483e3ee36336cb,0.0
9074,2025-04-30T18:40:05.485Z,4112,55,217,12,Not Like Fire,Like Fire,24,57,66323f16b05df4403391861c,6810e3157d4c55bd8e56b312,68126db0441fcca012aca64f,0.6043956043956044
9075,2025-04-30T18:40:07.629Z,4611,69,248,85,Not Like Fire,Like Fire,1,48,67e70af0f1a1a4e390ff254e,6810e3157d4c55bd8e56b312,68126dba93e5316b1da0df41,0.7023809523809523
9076,2025-04-30T18:40:09.493Z,3556,10,202,16,Not Like Fire,Like Fire,1,83,67d335fa1004dbf3d5999b46,6810e3157d4c55bd8e56b312,68126dc84a9d2f34c2ca15f3,0.10101010101010101
